gene_id	gene_name	transcript_id	chrom	strand	tss	tx_start	tx_end	length	pol2_signal
ENSG00000074582.15	BCS1L	ENST00000359273.8	chr2	+	218659683	218659683	218663443	3761	1.7368422
ENSG00000074590.14	NUAK1	ENST00000261402.7	chr12	-	106138954	106063345	106138954	75610	
ENSG00000074603.19	DPP8	ENST00000300141.11	chr15	-	65517689	65442467	65517689	75223	-3.3913043
ENSG00000074621.14	SLC24A1	ENST00000537259.5	chr15	+	65611405	65611405	65660995	49591	1.5454545
ENSG00000074657.14	ZNF532	ENST00000336078.8	chr18	+	58862600	58862600	58986480	123881	
ENSG00000074660.17	SCARF1	ENST00000263071.9	chr17	-	1645732	1633858	1645732	11875	-1.2571429
ENSG00000074695.6	LMAN1	ENST00000251047.6	chr18	-	59359265	59327823	59359265	31443	-4.135135
ENSG00000074696.13	HACD3	ENST00000261875.10	chr15	+	65530463	65530463	65578349	47887	3.826087
ENSG00000074706.14	IPCEF1	ENST00000367220.9	chr6	-	154356803	154154496	154356803	202308	-1.0
ENSG00000074755.15	ZZEF1	ENST00000381638.7	chr17	-	4143030	4004445	4143030	138586	-1.5
ENSG00000074771.4	NOX3	ENST00000159060.3	chr6	-	155455839	155395368	155455839	60472	
ENSG00000074800.16	ENO1	ENST00000647408.1	chr1	-	8878689	8861002	8878689	17688	-8.870689
ENSG00000074803.21	SLC12A1	ENST00000647232.1	chr15	+	48178438	48178438	48303786	125349	
ENSG00000074842.8	MYDGF	ENST00000599761.5	chr19	-	4664906	4641374	4664906	23533	-1.0
ENSG00000074855.11	ANO8	ENST00000159087.7	chr19	-	17334855	17323223	17334855	11633	-2.4130435
ENSG00000074935.14	TUBE1	ENST00000368662.10	chr6	-	112087482	112070663	112087482	16820	-2.7258065
ENSG00000074964.17	ARHGEF10L	ENST00000361221.8	chr1	+	17539698	17539698	17697869	158172	
ENSG00000074966.12	TXK	ENST00000264316.9	chr4	-	48134250	48066393	48134250	67858	-1.1
ENSG00000075035.10	WSCD2	ENST00000547525.6	chr12	+	108129288	108129288	108250537	121250	1.8947369
ENSG00000075043.21	KCNQ2	ENST00000626839.2	chr20	-	63472677	63400210	63472677	72468	
ENSG00000075073.16	TACR2	ENST00000373306.5	chr10	-	69416918	69403903	69416918	13016	
ENSG00000075089.10	ACTR6	ENST00000188312.7	chr12	+	100200815	100200815	100224424	23610	2.35
ENSG00000075131.10	TIPIN	ENST00000562124.5	chr15	-	66386724	66336981	66386724	49744	-4.631579
ENSG00000075142.14	SRI	ENST00000490437.5	chr7	-	88226976	88206438	88226976	20539	
ENSG00000075151.24	EIF4G3	ENST00000686579.1	chr1	-	21177285	20806483	21177285	370803	-1.0
ENSG00000075188.9	NUP37	ENST00000552283.6	chr12	-	102120114	102073103	102120114	47012	-4.82
ENSG00000075213.11	SEMA3A	ENST00000424555.5	chr7	-	84492724	84194529	84492724	298196	-1.0
ENSG00000075218.19	GTSE1	ENST00000454366.2	chr22	+	46296870	46296870	46330810	33941	1.4782609
ENSG00000075223.14	SEMA3C	ENST00000419255.6	chr7	-	80922359	80744868	80922359	177492	
ENSG00000075234.17	TTC38	ENST00000381031.8	chr22	+	46268008	46268008	46294008	26001	3.3913043
ENSG00000075239.15	ACAT1	ENST00000672284.1	chr11	+	108116695	108116695	108147594	30900	1.2
ENSG00000075240.17	GRAMD4	ENST00000447351.5	chr22	+	46576012	46576012	46637936	61925	1.0
ENSG00000075275.18	CELSR1	ENST00000262738.9	chr22	-	46537620	46360834	46537620	176787	
ENSG00000075290.8	WNT8B	ENST00000343737.6	chr10	+	100463009	100463009	100483744	20736	
ENSG00000075292.20	ZNF638	ENST00000466975.6	chr2	+	71276593	71276593	71435061	158469	
ENSG00000075303.13	SLC25A40	ENST00000341119.10	chr7	-	87876360	87833568	87876360	42793	-3.1917808
ENSG00000075336.12	TIMM21	ENST00000169551.11	chr18	+	74148523	74148523	74160531	12009	1.3181819
ENSG00000075340.23	ADD2	ENST00000264436.9	chr2	-	70768200	70656784	70768200	111417	-2.4285715
ENSG00000075388.4	FGF4	ENST00000168712.3	chr11	-	69775341	69771022	69775341	4320	
ENSG00000075391.18	RASAL2	ENST00000367649.8	chr1	+	178094104	178094104	178478850	384747	
ENSG00000075399.14	VPS9D1	ENST00000389386.8	chr16	-	89720898	89707134	89720898	13765	-1.4363636
ENSG00000075407.19	ZNF37A	ENST00000638053.1	chr10	+	38094334	38094334	38150293	55960	2.6666667
ENSG00000075413.19	MARK3	ENST00000678179.1	chr14	+	103385377	103385377	103503820	118444	3.0714285
ENSG00000075415.15	SLC25A3	ENST00000401722.7	chr12	+	98593591	98593591	98606379	12789	3.3333333
ENSG00000075420.13	FNDC3B	ENST00000415807.7	chr3	+	172039578	172039578	172401669	362092	2.6
ENSG00000075426.12	FOSL2	ENST00000379619.5	chr2	+	28392802	28392802	28417312	24511	4.5925927
ENSG00000075429.9	CACNG5	ENST00000533854.6	chr17	+	66835117	66835117	66894751	59635	1.0
ENSG00000075461.6	CACNG4	ENST00000262138.4	chr17	+	66964707	66964707	67033398	68692	
ENSG00000075539.15	FRYL	ENST00000358350.9	chr4	-	48780279	48497357	48780279	282923	-3.1304348
ENSG00000075568.17	TMEM131	ENST00000186436.10	chr2	-	97995948	97756336	97995948	239613	-2.6666667
ENSG00000075618.18	FSCN1	ENST00000382361.8	chr7	+	5592816	5592816	5606655	13840	18.83051
ENSG00000075624.17	ACTB	ENST00000675515.1	chr7	-	5563902	5527152	5563902	36751	
ENSG00000075643.6	MOCOS	ENST00000261326.6	chr18	+	36187497	36187497	36272157	84661	5.2391305
ENSG00000075651.17	PLD1	ENST00000351298.9	chr3	-	171810483	171600404	171810483	210080	-1.9814814
ENSG00000075673.12	ATP12A	ENST00000381946.5	chr13	+	24680408	24680408	24712472	32065	
ENSG00000075702.19	WDR62	ENST00000401500.7	chr19	+	36054897	36054897	36105108	50212	2.1704545
ENSG00000075711.21	DLG1	ENST00000663148.1	chr3	-	197299067	197042598	197299067	256470	-1.1111112
ENSG00000075785.14	RAB7A	ENST00000676214.1	chr3	+	128693669	128693669	128814797	121129	
ENSG00000075790.12	BCAP29	ENST00000005259.9	chr7	+	107580246	107580246	107620478	40233	4.875
ENSG00000075826.17	SEC31B	ENST00000370345.8	chr10	-	100519861	100486647	100519861	33215	-1.4074074
ENSG00000075856.12	SART3	ENST00000546815.6	chr12	-	108561173	108522214	108561173	38960	-3.2580645
ENSG00000075884.14	ARHGAP15	ENST00000295095.11	chr2	+	143129419	143129419	143768352	638934	1.0
ENSG00000075886.11	TUBA3D	ENST00000321253.7	chr2	+	131476119	131476119	131482934	6816	
ENSG00000075891.24	PAX2	ENST00000707078.1	chr10	+	100735396	100735396	100829944	94549	
ENSG00000075914.13	EXOSC7	ENST00000265564.8	chr3	+	44976244	44976244	45011471	35228	4.0597014
ENSG00000075945.13	KIFAP3	ENST00000490550.2	chr1	-	170085208	169921326	170085208	163883	
ENSG00000075975.17	MKRN2	ENST00000677142.1	chr3	+	12557269	12557269	12585792	28524	12.245098
ENSG00000076003.5	MCM6	ENST00000264156.3	chr2	-	135876443	135839626	135876443	36818	-2.68
ENSG00000076043.11	REXO2	ENST00000265881.10	chr11	+	114439467	114439467	114450279	10813	2.1774194
ENSG00000076053.12	RBM7	ENST00000544582.1	chr11	+	114400666	114400666	114414203	13538	1.6296296
ENSG00000076067.14	RBMS2	ENST00000262031.10	chr12	+	56521820	56521820	56596193	74374	1.5
ENSG00000076108.12	BAZ2A	ENST00000379441.7	chr12	-	56636366	56595596	56636366	40771	-2.1470587
ENSG00000076201.16	PTPN23	ENST00000265562.5	chr3	+	47381021	47381021	47413435	32415	4.632353
ENSG00000076242.18	MLH1	ENST00000673673.2	chr3	+	36993226	36993226	37050799	57574	1.0
ENSG00000076248.12	UNG	ENST00000699563.1	chr12	+	109098172	109098172	109126725	28554	1.1111112
ENSG00000076258.10	FMO4	ENST00000367749.4	chr1	+	171314183	171314183	171342084	27902	1.0
ENSG00000076321.11	KLHL20	ENST00000209884.5	chr1	+	173714981	173714981	173786692	71712	5.046875
ENSG00000076344.16	RGS11	ENST00000397770.8	chr16	-	275944	268307	275944	7638	
ENSG00000076351.13	SLC46A1	ENST00000612814.5	chr17	-	28406212	28394642	28406212	11571	-1.5238096
ENSG00000076356.7	PLXNA2	ENST00000367033.4	chr1	-	208244384	208022242	208244384	222143	-1.0
ENSG00000076382.17	SPAG5	ENST00000321765.10	chr17	-	28599025	28577574	28599025	21452	-3.936508
ENSG00000076513.17	ANKRD13A	ENST00000261739.9	chr12	+	109999430	109999430	110039763	40334	4.84375
ENSG00000076554.16	TPD52	ENST00000518937.6	chr8	-	80171564	80034745	80171564	136820	-1.2222222
ENSG00000076555.16	ACACB	ENST00000338432.12	chr12	+	109116587	109116587	109268226	151640	1.0
ENSG00000076604.16	TRAF4	ENST00000262395.10	chr17	+	28744011	28744011	28750956	6946	7.1182795
ENSG00000076641.4	PAG1	ENST00000220597.4	chr8	-	81112068	80967810	81112068	144259	-1.0
ENSG00000076650.7	GPATCH1	ENST00000170564.7	chr19	+	33081181	33081181	33130542	49362	2.25
ENSG00000076662.11	ICAM3	ENST00000160262.10	chr19	-	10339624	10333776	10339624	5849	
ENSG00000076685.19	NT5C2	ENST00000676449.1	chr10	-	103277605	103088164	103277605	189442	
ENSG00000076706.17	MCAM	ENST00000264036.6	chr11	-	119317130	119308529	119317130	8602	-4.2352943
ENSG00000076716.9	GPC4	ENST00000370828.4	chrX	-	133415489	133300103	133415489	115387	
ENSG00000076770.16	MBNL3	ENST00000370853.8	chrX	-	132489038	132369320	132489038	119719	
ENSG00000076826.10	CAMSAP3	ENST00000160298.9	chr19	+	7595863	7595863	7618304	22442	1.125
ENSG00000076864.21	RAP1GAP	ENST00000374765.9	chr1	-	21669357	21596221	21669357	73137	-3.1382978
ENSG00000076924.12	XAB2	ENST00000358368.5	chr19	-	7629545	7619525	7629545	10021	-2.590909
ENSG00000076928.20	ARHGEF1	ENST00000698932.1	chr19	+	41883200	41883200	41930073	46874	2.1842105
ENSG00000076944.18	STXBP2	ENST00000221283.10	chr19	+	7637110	7637110	7647873	10764	3.488889
ENSG00000076984.18	MAP2K7	ENST00000397981.7	chr19	+	7903843	7903843	7914478	10636	5.754717
ENSG00000077009.14	NMRK2	ENST00000168977.7	chr19	+	3933069	3933069	3942416	9348	
ENSG00000077044.11	DGKD	ENST00000264057.7	chr2	+	233354494	233354494	233472098	117605	2.3428571
ENSG00000077063.11	CTTNBP2	ENST00000160373.8	chr7	-	117873441	117710651	117873441	162791	
ENSG00000077080.10	ACTL6B	ENST00000160382.10	chr7	-	100656448	100643097	100656448	13352	-1.0
ENSG00000077092.20	RARB	ENST00000687676.1	chr3	+	24687887	24687887	25597895	910009	
ENSG00000077097.17	TOP2B	ENST00000264331.9	chr3	-	25664907	25597984	25664907	66924	-5.0
ENSG00000077147.16	TM9SF3	ENST00000371142.9	chr10	-	96587012	96518110	96587012	68903	-3.0
ENSG00000077150.21	NFKB2	ENST00000428099.6	chr10	+	102394110	102394110	102402524	8415	1.0
ENSG00000077152.12	UBE2T	ENST00000699423.1	chr1	-	202341984	202331544	202341984	10441	-4.2
ENSG00000077157.23	PPP1R12B	ENST00000391959.5	chr1	+	202348699	202348699	202592706	244008	2.3061225
ENSG00000077232.19	DNAJC10	ENST00000680258.1	chr2	+	182716255	182716255	182794464	78210	4.5306125
ENSG00000077235.18	GTF3C1	ENST00000356183.9	chr16	-	27549913	27460613	27549913	89301	-2.8
ENSG00000077238.14	IL4R	ENST00000543915.6	chr16	+	27313926	27313926	27364778	50853	1.0666667
ENSG00000077254.14	USP33	ENST00000370794.7	chr1	-	77759852	77695987	77759852	63866	-3.2727273
ENSG00000077264.17	PAK3	ENST00000446737.5	chrX	+	110944285	110944285	111220918	276634	
ENSG00000077274.9	CAPN6	ENST00000324068.2	chrX	-	111270483	111245099	111270483	25385	
ENSG00000077279.21	DCX	ENST00000635795.1	chrX	-	111412272	111293779	111412272	118494	
ENSG00000077312.9	SNRPA	ENST00000601545.5	chr19	+	40750637	40750637	40765021	14385	1.0
ENSG00000077327.16	SPAG6	ENST00000376603.6	chr10	+	22345445	22345445	22417596	72152	1.0
ENSG00000077348.10	EXOSC5	ENST00000221233.9	chr19	-	41397359	41386374	41397359	10986	-1.4285715
ENSG00000077380.16	DYNC1I2	ENST00000397119.8	chr2	+	171687469	171687469	171750158	62690	2.7419355
ENSG00000077420.17	APBB1IP	ENST00000718302.1	chr10	+	26438341	26438341	26568449	130109	
ENSG00000077454.17	LRCH4	ENST00000485554.6	chr7	-	100586129	100574011	100586129	12119	-7.925
ENSG00000077458.13	FAM76B	ENST00000358780.10	chr11	-	95789782	95768953	95789782	20830	-2.514706
ENSG00000077463.15	SIRT6	ENST00000337491.7	chr19	-	4182563	4174109	4182563	8455	-2.4242425
ENSG00000077498.9	TYR	ENST00000263321.6	chr11	+	89177875	89177875	89295759	117885	
ENSG00000077514.9	POLD3	ENST00000528481.5	chr11	+	74493851	74493851	74618594	124744	1.2857143
ENSG00000077522.15	ACTN2	ENST00000366578.6	chr1	+	236686499	236686499	236764631	78133	1.25
ENSG00000077549.19	CAPZB	ENST00000375142.6	chr1	-	19485539	19338775	19485539	146765	-2.7058823
ENSG00000077585.14	GPR137B	ENST00000366592.8	chr1	+	236142539	236142539	236208907	66369	2.0
ENSG00000077616.11	NAALAD2	ENST00000534061.6	chr11	+	90134663	90134663	90192894	58232	1.0
ENSG00000077684.16	JADE1	ENST00000226319.11	chr4	+	128809700	128809700	128875224	65525	3.4367816
ENSG00000077713.19	SLC25A43	ENST00000217909.8	chrX	+	119399336	119399336	119454478	55143	2.409091
ENSG00000077721.17	UBE2A	ENST00000696533.1	chrX	+	119474802	119474802	119584423	109622	1.0
ENSG00000077782.23	FGFR1	ENST00000703405.1	chr8	-	38468834	38411138	38468834	57697	
ENSG00000077800.13	FKBP6	ENST00000252037.5	chr7	+	73328161	73328161	73358625	30465	
ENSG00000077935.17	SMC1B	ENST00000357450.9	chr22	-	45413599	45344063	45413599	69537	
ENSG00000077942.19	FBLN1	ENST00000327858.11	chr22	+	45502883	45502883	45601135	98253	
ENSG00000077943.8	ITGA8	ENST00000378076.4	chr10	-	15719922	15513954	15719922	205969	
ENSG00000077984.6	CST7	ENST00000480798.2	chr20	+	24949269	24949269	24959928	10660	
ENSG00000078018.22	MAP2	ENST00000704357.1	chr2	+	209424047	209424047	209734147	310101	1.5
ENSG00000078043.16	PIAS2	ENST00000585916.6	chr18	-	46917507	46803218	46917507	114290	-2.36
ENSG00000078053.17	AMPH	ENST00000325590.9	chr7	-	38631420	38383704	38631420	247717	
ENSG00000078061.14	ARAF	ENST00000377045.9	chrX	+	47561205	47561205	47571908	10704	4.483871
ENSG00000078070.14	MCCC1	ENST00000492597.5	chr3	-	183116075	183015218	183116075	100858	
ENSG00000078081.8	LAMP3	ENST00000265598.8	chr3	-	183162734	183122215	183162734	40520	-1.0
ENSG00000078098.15	FAP	ENST00000188790.9	chr2	-	162243445	162170684	162243445	72762	
ENSG00000078114.19	NEBL	ENST00000417816.2	chr10	-	21174187	20783906	21174187	390282	-1.7560976
ENSG00000078124.13	ACER3	ENST00000532485.6	chr11	+	76860918	76860918	77026797	165880	4.783784
ENSG00000078140.14	UBE2K	ENST00000261427.10	chr4	+	39698136	39698136	39782792	84657	2.3275862
ENSG00000078142.14	PIK3C3	ENST00000262039.9	chr18	+	41955234	41955234	42087830	132597	1.826087
ENSG00000078177.15	N4BP2	ENST00000261435.11	chr4	+	40056850	40056850	40158252	101403	3.2
ENSG00000078237.7	TIGAR	ENST00000635110.1	chr12	+	4307763	4307763	4354549	46787	1.1428572
ENSG00000078246.17	TULP3	ENST00000448120.7	chr12	+	2890891	2890891	2941138	50248	1.6607143
ENSG00000078269.15	SYNJ2	ENST00000355585.9	chr6	+	157981863	157981863	158099176	117314	3.063492
ENSG00000078295.17	ADCY2	ENST00000338316.9	chr5	+	7396138	7396138	7830081	433944	
ENSG00000078304.20	PPP2R5C	ENST00000694906.1	chr14	+	101761709	101761709	101927977	166269	2.4411764
ENSG00000078328.23	RBFOX1	ENST00000641259.1	chr16	+	5239802	5239802	7711458	2471657	
ENSG00000078369.19	GNB1	ENST00000703700.1	chr1	-	1892275	1785335	1892275	106941	
ENSG00000078399.19	HOXA9	ENST00000343483.7	chr7	-	27165537	27162438	27165537	3100	
ENSG00000078401.7	EDN1	ENST00000379375.6	chr6	+	12290361	12290361	12297194	6834	1.0
ENSG00000078403.17	MLLT10	ENST00000631589.1	chr10	+	21524675	21524675	21743630	218956	1.5555556
ENSG00000078487.18	ZCWPW1	ENST00000684423.1	chr7	-	100428703	100400872	100428703	27832	-3.4578314
ENSG00000078549.16	ADCYAP1R1	ENST00000304166.9	chr7	+	31052308	31052308	31111474	59167	
ENSG00000078579.9	FGF20	ENST00000180166.6	chr8	-	17002345	16992181	17002345	10165	
ENSG00000078589.13	P2RY10	ENST00000171757.3	chrX	+	78945391	78945391	78963727	18337	
ENSG00000078596.11	ITM2A	ENST00000434584.2	chrX	-	79367552	79360388	79367552	7165	-1.0909091
ENSG00000078618.23	NRDC	ENST00000354831.11	chr1	-	51878805	51789191	51878805	89615	-4.622951
ENSG00000078668.14	VDAC3	ENST00000022615.9	chr8	+	42391880	42391880	42405937	14058	5.8641977
ENSG00000078674.20	PCM1	ENST00000325083.13	chr8	+	17922988	17922988	18029948	106961	1.6760564
ENSG00000078687.18	TNRC6C	ENST00000696270.1	chr17	+	77958703	77958703	78108822	150120	4.714286
ENSG00000078699.22	CBFA2T2	ENST00000342704.11	chr20	+	33490096	33490096	33650030	159935	3.2063491
ENSG00000078725.13	BRINP1	ENST00000265922.8	chr9	-	119369435	119166629	119369435	202807	
ENSG00000078747.17	ITCH	ENST00000374864.10	chr20	+	34363273	34363273	34511773	148501	5.3013697
ENSG00000078795.17	PKD2L2	ENST00000508883.6	chr5	+	137889457	137889457	137942747	53291	4.05
ENSG00000078804.13	TP53INP2	ENST00000374809.6	chr20	+	34704339	34704339	34713439	9101	3.1
ENSG00000078808.20	SDF4	ENST00000263741.12	chr1	-	1232031	1216931	1232031	15101	-2.8125
ENSG00000078814.19	MYH7B	ENST00000262873.13	chr20	+	34955868	34955868	35002437	46570	3.0232558
ENSG00000078898.7	BPIFB2	ENST00000170150.4	chr20	+	33007704	33007704	33023703	16000	
ENSG00000078900.16	TP73	ENST00000378295.9	chr1	+	3652516	3652516	3736201	83686	1.5666667
ENSG00000078902.16	TOLLIP	ENST00000317204.11	chr11	-	1309632	1274371	1309632	35262	-2.2452831
ENSG00000078967.13	UBE2D4	ENST00000222402.8	chr7	+	43926436	43926436	43956136	29701	3.0487804
ENSG00000079101.18	CLUL1	ENST00000540035.5	chr18	+	597023	597023	650334	53312	1.1666666
ENSG00000079102.18	RUNX1T1	ENST00000523629.7	chr8	-	92103385	91954972	92103385	148414	
ENSG00000079112.10	CDH17	ENST00000450165.6	chr8	-	94217303	94128240	94217303	89064	
ENSG00000079134.13	THOC1	ENST00000261600.11	chr18	-	268047	214520	268047	53528	-12.979167
ENSG00000079150.19	FKBP7	ENST00000424785.7	chr2	-	178478600	178463664	178478600	14937	-3.911111
ENSG00000079156.17	OSBPL6	ENST00000190611.9	chr2	+	178194512	178194512	178402893	208382	1.7586207
ENSG00000079215.15	SLC1A3	ENST00000680318.1	chr5	+	36596588	36596588	36688331	91744	
ENSG00000079246.16	XRCC5	ENST00000392133.7	chr2	+	216107464	216107464	216206303	98840	1.0
ENSG00000079257.8	LXN	ENST00000482640.5	chr3	-	158669593	158645822	158669593	23772	
ENSG00000079263.19	SP140	ENST00000420434.7	chr2	+	230225730	230225730	230313215	87486	
ENSG00000079277.22	MKNK1	ENST00000341183.9	chr1	-	46604294	46557408	46604294	46887	-4.827586
ENSG00000079308.21	TNS1	ENST00000646520.1	chr2	-	218010421	217799588	218010421	210834	
ENSG00000079313.15	REXO1	ENST00000170168.9	chr19	-	1848483	1815248	1848483	33236	-3.9733334
ENSG00000079332.16	SAR1A	ENST00000373242.6	chr10	-	70170523	70147289	70170523	23235	-14.546667
ENSG00000079335.21	CDC14A	ENST00000717967.1	chr1	+	100325629	100325629	100520277	194649	1.0
ENSG00000079337.16	RAPGEF3	ENST00000549151.5	chr12	-	47771034	47737246	47771034	33789	
ENSG00000079385.23	CEACAM1	ENST00000600172.1	chr19	-	42561234	42527048	42561234	34187	
ENSG00000079387.15	SENP1	ENST00000448372.6	chr12	-	48106028	48039784	48106028	66245	-1.9473684
ENSG00000079393.22	DUSP13B	ENST00000707121.1	chr10	-	75106499	75094434	75106499	12066	-1.1818181
ENSG00000079432.9	CIC	ENST00000572681.6	chr19	+	42268537	42268537	42295796	27260	2.28125
ENSG00000079435.11	LIPE	ENST00000244289.9	chr19	-	42427388	42401514	42427388	25875	
ENSG00000079459.14	FDFT1	ENST00000615631.5	chr8	+	11795573	11795573	11839311	43739	1.3333334
ENSG00000079462.8	PAFAH1B3	ENST00000538771.5	chr19	-	42302777	42297033	42302777	5745	-2.0
ENSG00000079482.14	OPHN1	ENST00000680612.1	chrX	-	68433380	67949349	68433380	484032	-2.0
ENSG00000079557.5	AFM	ENST00000226355.5	chr4	+	73481745	73481745	73504001	22257	
ENSG00000079616.14	KIF22	ENST00000690258.1	chr16	+	29790727	29790727	29805385	14659	6.724138
ENSG00000079689.15	SCGN	ENST00000377961.3	chr6	+	25652215	25652215	25701783	49569	
ENSG00000079691.19	CARMIL1	ENST00000329474.7	chr6	+	25279374	25279374	25620530	341157	1.0
ENSG00000079739.17	PGM1	ENST00000371084.8	chr1	+	63593411	63593411	63660245	66835	
ENSG00000079785.16	DDX1	ENST00000381341.7	chr2	+	15591178	15591178	15631101	39924	3.1764705
ENSG00000079805.19	DNM2	ENST00000355667.11	chr19	+	10718079	10718079	10831903	113825	2.909091
ENSG00000079819.20	EPB41L2	ENST00000628542.2	chr6	-	131063322	130839347	131063322	223976	-2.7586207
ENSG00000079841.20	RIMS1	ENST00000697193.1	chr6	+	71886550	71886550	72403150	516601	
ENSG00000079931.15	MOXD1	ENST00000367963.8	chr6	-	132401475	132296055	132401475	105421	
ENSG00000079950.14	STX7	ENST00000367941.7	chr6	-	132513116	132445867	132513116	67250	-3.3333333
ENSG00000079974.19	RABL2B	ENST00000435118.5	chr22	-	50783662	50767501	50783662	16162	-3.0769231
ENSG00000079999.14	KEAP1	ENST00000171111.10	chr19	-	10503356	10486125	10503356	17232	-1.4222223
ENSG00000080007.8	DDX43	ENST00000370336.5	chr6	+	73394828	73394828	73417566	22739	
ENSG00000080031.10	PTPRH	ENST00000376350.8	chr19	-	55209501	55181247	55209501	28255	-1.0
ENSG00000080166.16	DCT	ENST00000377028.10	chr13	-	94479682	94436811	94479682	42872	-1.0
ENSG00000080189.15	SLC35C2	ENST00000372230.10	chr20	-	46364425	46345984	46364425	18442	-7.8636365
ENSG00000080200.10	CRYBG3	ENST00000389622.7	chr3	+	97822011	97822011	97944984	122974	1.2857143
ENSG00000080224.18	EPHA6	ENST00000389672.10	chr3	+	96814594	96814594	97761532	946939	
ENSG00000080293.10	SCTR	ENST00000019103.8	chr2	-	119524483	119439843	119524483	84641	
ENSG00000080298.16	RFX3	ENST00000617270.5	chr9	-	3526001	3218297	3526001	307705	-1.1363636
ENSG00000080345.18	RIF1	ENST00000444746.7	chr2	+	151409902	151409902	151482172	72271	5.188679
ENSG00000080371.6	RAB21	ENST00000261263.5	chr12	+	71754863	71754863	71800286	45424	2.54
ENSG00000080493.19	SLC4A4	ENST00000698522.1	chr4	+	71062670	71062670	71572073	509404	
ENSG00000080503.25	SMARCA2	ENST00000357248.8	chr9	+	2015186	2015186	2193620	178435	8.625
ENSG00000080511.5	RDH8	ENST00000651512.1	chr19	+	10013249	10013249	10022278	9030	
ENSG00000080546.14	SESN1	ENST00000436639.7	chr6	-	109094846	108984309	109094846	110538	-1.9545455
ENSG00000080561.14	MID2	ENST00000262843.11	chrX	+	107825866	107825866	107931637	105772	
ENSG00000080572.14	DNAAF6	ENST00000372453.8	chrX	+	107206611	107206611	107244247	37637	1.0
ENSG00000080573.7	COL5A3	ENST00000264828.4	chr19	-	10010504	9959561	10010504	50944	
ENSG00000080603.17	SRCAP	ENST00000411466.7	chr16	+	30698209	30698209	30741409	43201	5.981132
ENSG00000080608.10	PUM3	ENST00000397885.3	chr9	-	2844095	2804152	2844095	39944	-1.6511627
ENSG00000080618.17	CPB2	ENST00000181383.10	chr13	-	46105033	46053186	46105033	51848	
ENSG00000080644.16	CHRNA3	ENST00000348639.7	chr15	-	78621295	78593052	78621295	28244	
ENSG00000080709.17	KCNN2	ENST00000512097.10	chr5	+	114055978	114055978	114496496	440519	
ENSG00000080802.21	CNOT4	ENST00000541284.6	chr7	-	135510102	135361795	135510102	148308	-3.8035715
ENSG00000080815.20	PSEN1	ENST00000700267.1	chr14	+	73136427	73136427	73223685	87259	3.835821
ENSG00000080819.9	CPOX	ENST00000647941.2	chr3	-	98593611	98579446	98593611	14166	-2.0434783
ENSG00000080822.17	CLDND1	ENST00000502288.5	chr3	-	98522887	98497912	98522887	24976	-3.93617
ENSG00000080823.23	MOK	ENST00000361847.7	chr14	-	102305164	102228836	102305164	76329	-1.4285715
ENSG00000080824.19	HSP90AA1	ENST00000334701.11	chr14	-	102139686	102081049	102139686	58638	-1.5833334
ENSG00000080839.12	RBL1	ENST00000373664.8	chr20	-	37095997	36996349	37095997	99649	-5.4666667
ENSG00000080845.19	DLGAP4	ENST00000373913.7	chr20	+	36306336	36306336	36528637	222302	
ENSG00000080854.16	IGSF9B	ENST00000533871.8	chr11	-	133956968	133896438	133956968	60531	
ENSG00000080910.14	CFHR2	ENST00000367415.8	chr1	+	196943738	196943738	196959622	15885	
ENSG00000080986.13	NDC80	ENST00000261597.9	chr18	+	2571557	2571557	2616635	45079	2.8113208
ENSG00000081014.11	AP4E1	ENST00000261842.10	chr15	+	50908683	50908683	51005895	97213	6.508197
ENSG00000081019.14	RSBN1	ENST00000261441.9	chr1	-	113812476	113761832	113812476	50645	-1.4666667
ENSG00000081026.19	MAGI3	ENST00000307546.14	chr1	+	113390515	113390515	113685923	295409	3.2765958
ENSG00000081041.9	CXCL2	ENST00000508487.3	chr4	-	74099195	74097040	74099195	2156	-1.9594594
ENSG00000081051.8	AFP	ENST00000395792.7	chr4	+	73436221	73436221	73456174	19954	
ENSG00000081052.14	COL4A4	ENST00000396625.5	chr2	-	227164205	227002714	227164205	161492	
ENSG00000081059.20	TCF7	ENST00000342854.10	chr5	+	134114681	134114681	134148210	33530	2.53125
ENSG00000081087.16	OSTM1	ENST00000699581.1	chr6	-	108165697	108041409	108165697	124289	
ENSG00000081138.14	CDH7	ENST00000397968.4	chr18	+	65751012	65751012	65890337	139326	
ENSG00000081148.12	IMPG2	ENST00000193391.8	chr3	-	101320575	101222546	101320575	98030	-1.3333334
ENSG00000081154.12	PCNP	ENST00000265260.8	chr3	+	101574180	101574180	101594465	20286	3.1860466
ENSG00000081177.19	EXD2	ENST00000685843.1	chr14	+	69191498	69191498	69244018	52521	2.0689654
ENSG00000081181.8	ARG2	ENST00000261783.4	chr14	+	67619920	67619920	67651708	31789	4.225
ENSG00000081189.17	MEF2C	ENST00000424173.6	chr5	-	88904257	88718241	88904257	186017	
ENSG00000081237.22	PTPRC	ENST00000348564.12	chr1	+	198638968	198638968	198759342	120375	1.3
ENSG00000081248.13	CACNA1S	ENST00000367338.7	chr1	-	201112451	201039512	201112451	72940	
ENSG00000081277.13	PKP1	ENST00000263946.7	chr1	+	201283452	201283452	201332993	49542	
ENSG00000081307.15	UBA5	ENST00000264991.8	chr3	+	132654446	132654446	132678097	23652	
